"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00012791","Y43D4A.5","unk",6.229,3.07,7.927,6.651,1.617,0.826
"WBGene00012718","dhhc-8","CSR",1218.538,1174.843,1185.812,1113.556,-1.041,0.826
"WBGene00044558","F56C3.10","unk",0,0,0,1.996,5.415,NA
"WBGene00012811","slcr-46.2","unk",21.104,21.331,24.079,29.81,1.271,0.826
"WBGene00010143","F56A12.2","unk",6.128,11.674,0.991,10.084,-1.608,0.826
"WBGene00009866","F49C5.3","unk",2.483,3.556,1.003,1.806,-2.152,NA
"WBGene00001815","hmt-1","CSR",2054.9,1889.33,1953.713,2125.588,1.035,0.827
"WBGene00003879","ora-1","unk",9.88,10.559,12.031,16.52,1.397,0.827
"WBGene00020195","T03G6.3","unk",454.503,618.086,540.789,603.764,1.064,0.827
"WBGene00004339","rfc-3","CSR",4062.544,3850.328,3971.989,4158.276,1.028,0.827
"WBGene00189954","F40G9.18","unk",47.124,31.042,22.069,40.786,-1.234,0.827
"WBGene00011684","T10B10.8","unk",53.344,70.117,70.223,73.331,1.158,0.827
"WBGene00003680","nhr-90","unk",43.39,52.298,53.165,59.875,1.178,0.827
"WBGene00008904","F17A2.13","unk",210.694,232.996,190.584,295.091,1.095,0.827
"WBGene00001476","fmo-1","unk",184.559,250.397,240.825,234.829,1.089,0.827
"WBGene00012519","Y32B12A.4","unk",0,0,1.998,0,5.387,NA
"WBGene00206533","C30A5.16","unk",0,0,1.998,0,5.385,NA
"WBGene00235285","F56D6.18","unk",0,0,1.998,0,5.384,NA
"WBGene00199443","K06C4.21","unk",0,0.802,1.992,1.064,3.3,NA
"WBGene00007691","cest-8","unk",22.357,36.478,27.09,19.841,-1.264,0.827
"WBGene00220018","K10D3.9","unk",0,2.172,0,0,-5.346,NA
"WBGene00008261","C52G5.3","unk",0,0,1.998,0,5.38,NA
"WBGene00008952","F19C6.3","unk",28.565,53.373,46.153,53.226,1.203,0.827
"WBGene00235267","Y77E11A.23","unk",43.342,33.611,51.151,40.963,1.201,0.827
"WBGene00009722","F45D3.2","unk",38.502,62.18,44.093,40.703,-1.195,0.827
"WBGene00021619","Y47D7A.6","unk",3.666,1.725,9.009,0.948,1.869,0.828
"WBGene00001495","F31B12.3","unk",34.628,35.289,47.131,37.474,1.209,0.828
"WBGene00006943","wrm-1","CSR",2841.065,2636.178,2765.56,2876.92,1.031,0.828
"WBGene00006487","zipt-17","unk",8.767,11.182,6.08,7.329,-1.492,0.828
"WBGene00012680","Y39B6A.21","unk",38.419,53.151,58.178,50.852,1.184,0.828
"WBGene00219948","F44E2.12","unk",5.36,12.038,9.562,1.24,-1.605,0.828
"WBGene00198218","F59F3.10","unk",0,2.166,0,0,-5.321,NA
"WBGene00020498","T14B4.1","CSR",2401.03,2373.151,2327.199,2302.908,-1.031,0.828
"WBGene00077594","nhr-151","unk",14.857,24.756,19.056,10.93,-1.333,0.828
"WBGene00014976","Y116A8C.7","unk",1.229,2.614,3.006,4.661,1.965,0.828
"WBGene00000055","acr-16","unk",50.916,46.248,49.163,64.973,1.178,0.828
"WBGene00008386","cdc-5L","CSR",8734.732,8282.203,8484.062,8126.764,-1.024,0.828
"WBGene00022792","ZK686.2","CSR",2481.572,2514.109,2388.953,2457.961,-1.031,0.828
"WBGene00023322","K08B12.4","unk",7.424,8.83,3.009,7.302,-1.574,0.828
"WBGene00000562","cng-1","unk",43.671,40.953,46.836,53.53,1.188,0.828
"WBGene00013998","gtf-2E1","CSR",1076.219,1111.678,997.25,1101.496,-1.043,0.828
"WBGene00013434","Y66D12A.8","unk",1639.435,1046.719,1277.875,1802.162,1.147,0.828
"WBGene00003225","mev-1","WAGO",868.795,836.418,878.18,902.522,1.045,0.828
"WBGene00011996","T24F1.4","unk",12.322,7.884,7.016,6.471,-1.489,0.828
"WBGene00000952","del-1","unk",11.314,21.618,9.801,14.416,-1.369,0.828
"WBGene00305091","C16C8.26","unk",6.212,2.67,2.007,2.704,-1.862,0.828
"WBGene00022802","ZK688.7","unk",114.115,117.314,96.155,110.487,-1.12,0.828
"WBGene00005603","srj-15","unk",0,0,2.046,0,5.322,NA
"WBGene00020625","mrrf-1","unk",402.636,317.666,333.867,437.754,1.075,0.828
"WBGene00198517","ZC53.14","unk",0,0,2,0,5.327,NA
"WBGene00003059","lpd-2","CSR",479.278,506.889,479.421,453.216,-1.058,0.828
"WBGene00304820","R193.6","unk",4.971,5.344,8.027,8.103,1.562,0.828
"WBGene00017628","F20B6.4","unk",8.111,7.174,4.553,5.096,-1.581,0.828
"WBGene00002019","hsp-16.48","unk",91.633,108.602,0,75.897,-2.638,0.828
"WBGene00200459","F38H4.15","unk",0,0,2.001,0,5.319,NA
"WBGene00189955","F40G9.19","unk",0,0,2.001,0,5.318,NA
"WBGene00010626","K07C5.3","CSR",2087.826,1963.757,1994.492,1923.96,-1.033,0.828
"WBGene00015716","sox-4","unk",72.385,86.957,91.865,89.647,1.137,0.829
"WBGene00005447","srh-240","unk",0,0,2.041,0,5.306,NA
"WBGene00006617","tars-1","CSR",10027.66,9401.679,9381.457,9591.992,-1.024,0.829
"WBGene00189953","R155.5","unk",0,0,0.999,0.978,5.312,NA
"WBGene00044689","arid-1","CSR",5600.208,5248.067,5206.823,5360.717,-1.026,0.829
"WBGene00019543","cif-1","unk",3972.167,3726.081,3685.864,3798.688,-1.028,0.829
"WBGene00012274","W05B5.1","unk",35.622,27.445,32.044,18.025,-1.254,0.829
"WBGene00044265","Y105E8B.11","unk",0,0,2.001,0,5.301,NA
"WBGene00004859","sma-5","unk",110.334,123.096,116.119,144.036,1.115,0.829
"WBGene00021943","Y55F3BR.6","unk",651.541,727.295,677.024,774.587,1.052,0.829
"WBGene00010380","mpst-2","unk",2.477,3.539,1.003,1.82,-2.133,NA
"WBGene00012580","Y38E10A.2","unk",0,0,2.002,0,5.295,NA
"WBGene00007172","B0393.7","unk",4.956,2.656,9.027,3.635,1.678,0.829
"WBGene00020619","T20D4.13","unk",1.234,0,0,3.681,3.233,NA
"WBGene00001739","grl-30","unk",0,0,2.002,0,5.295,NA
"WBGene00012017","shpk-1","WAGO",17.369,8.877,16.051,19.008,1.352,0.829
"WBGene00015444","C04F5.2","unk",0,0.732,3.316,0,3.497,NA
"WBGene00013576","Y76A2B.4","CSR",146.851,155.501,173.43,159.177,1.099,0.829
"WBGene00045273","C08A9.11","unk",46.367,14.616,43.031,32.385,1.254,0.829
"WBGene00202484","C45B2.19","unk",0,0,0,1.965,5.295,NA
"WBGene00011697","T10H4.4","unk",0,1.777,2.007,2.71,2.535,NA
"WBGene00197552","Y49F6B.15","unk",1.182,0.809,0,0,-5.277,NA
"WBGene00002169","isw-1","unk",8930.598,8810.047,8786.758,8556.214,-1.023,0.829
"WBGene00022693","ZK250.10","WAGO",1.244,1.785,0,0.898,-3.249,NA
"WBGene00013161","Y53F4B.14","unk",272.949,190.678,294.753,212.272,1.094,0.829
"WBGene00018013","phf-10","unk",2325.91,2200.796,2288.21,2379.552,1.032,0.83
"WBGene00009168","F26F2.3","unk",2.475,3.535,1.003,1.823,-2.129,NA
"WBGene00015299","C01F1.4","unk",16.109,12.398,10.03,28.164,1.35,0.83
"WBGene00019603","K09H11.6","unk",1.238,6.188,1.003,2.733,-2.01,0.83
"WBGene00007572","C14A6.8","unk",0,0,2.003,0,5.267,NA
"WBGene00020488","T13G4.1","unk",0,0,2.003,0,5.264,NA
"WBGene00016880","fbxb-95","WAGO",28.453,45.901,52.147,38.353,1.207,0.83
"WBGene00235320","R02F11.11","unk",0,0,2.003,0,5.258,NA
"WBGene00003445","msp-52","unk",0,0,0,1.957,5.265,NA
"WBGene00019574","K09E3.2","WAGO",0,0,0,1.957,5.265,NA
"WBGene00012265","W04G5.4","unk",2.475,3.532,1.003,1.825,-2.126,NA
"WBGene00045356","T03E6.9","unk",1.24,2.66,5.016,2.721,1.948,0.831
"WBGene00013362","algn-7","CSR",835.312,686.1,719.464,724.319,-1.051,0.831
"WBGene00011864","T20F10.2","unk",619.818,522.836,507.827,569.88,-1.058,0.831
"WBGene00016410","C34E10.9","unk",0,0,2.004,0,5.248,NA
"WBGene00017594","F19C7.4","unk",31.037,32,35.115,41.547,1.216,0.831
"WBGene00013777","Y116A8A.7","ALG",0,0,2.004,0,5.247,NA
"WBGene00235152","Y7A5A.22","unk",0,0,2.004,0,5.247,NA
"WBGene00001058","dpf-5","CSR",3211.12,3323.301,3204.614,3152.641,-1.028,0.831
"WBGene00017865","F27D9.7","unk",28.522,39.025,45.142,37.16,1.211,0.831
"WBGene00022334","Y82E9BR.1","WAGO",73.241,79.095,64.21,68.665,-1.147,0.831
"WBGene00016873","C52B11.4","unk",0,0,1,0.964,5.244,NA
"WBGene00014728","E03A3.1","unk",2.489,6.251,9.032,5.38,1.619,0.831
"WBGene00012816","scl-21","unk",0,0,2.004,0,5.236,NA
"WBGene00021158","Y4C6B.4","unk",39.271,34.272,41.042,46.939,1.2,0.831
"WBGene00013162","Y53F4B.16","WAGO",3.705,5.279,12.031,2.754,1.629,0.831
"WBGene00022421","Y102E9.3","unk",0,0,1,0.963,5.239,NA
"WBGene00021253","Y22D7AL.15","unk",241.982,252.517,283.507,250.119,1.078,0.831
"WBGene00012305","W06D12.6","unk",0,0,2.004,0,5.23,NA
"WBGene00019721","M01H9.5","unk",0,0,2.004,0,5.229,NA
"WBGene00306080","Y71F9AM.11","unk",0,0,0,1.95,5.237,NA
"WBGene00004993","spp-8","unk",396.792,548.016,525.642,485.04,1.066,0.831
"WBGene00007020","mdt-20","CSR",633.609,449.501,582.239,563.976,1.064,0.831
"WBGene00014011","ZK632.2","CSR",3463.071,3134.252,3173.736,3227.45,-1.03,0.831
"WBGene00199730","W08D2.11","unk",4.815,0.838,6.99,2.978,1.817,0.831
"WBGene00012095","pssy-2","CSR",1880.689,1781.889,1745.7,1794.273,-1.034,0.831
"WBGene00077582","F14H8.8","ALG",0,0,0,1.948,5.231,NA
"WBGene00086564","K08C9.10","unk",0,0,0,1.948,5.231,NA
"WBGene00013638","Y105C5A.14","ERGO",179.642,168.201,198.598,180.896,1.092,0.831
"WBGene00196205","Y111B2A.32","unk",0,2.14,0,0,-5.19,NA
"WBGene00009690","F44E5.3","unk",9.935,8.893,8.027,4.512,-1.504,0.831
"WBGene00019488","K07D4.9","unk",47.615,69.723,51.042,49.439,-1.174,0.831
"WBGene00198108","ZK1128.10","unk",2.186,0,0,0,-5.187,NA
"WBGene00019988","R09F10.5","unk",32.075,56.192,43.105,30.392,-1.211,0.832
"WBGene00304776","K09A9.12","unk",0,0,2.005,0,5.208,NA
"WBGene00007427","C08B6.6","unk",0,0,2.005,0,5.208,NA
"WBGene00019807","jamp-1","CSR",462.433,432.818,478.988,467.897,1.059,0.832
"WBGene00000519","cku-70","CSR",1623.884,1545.44,1504.069,1554.323,-1.036,0.832
"WBGene00015663","C10A4.2","unk",0,0,2.005,0,5.204,NA
"WBGene00003521","nas-2","unk",0,0,2.005,0,5.204,NA
"WBGene00021221","Y19D10A.6","unk",0,0,2.005,0,5.204,NA
"WBGene00019112","F59E11.6","unk",0,0,2.005,0,5.202,NA
"WBGene00219563","linc-95","unk",0,0,2.005,0,5.2,NA
"WBGene00009900","F49E12.7","unk",0,0,2.006,0,5.199,NA
"WBGene00195177","Y43F8B.25","unk",0,0,2.006,0,5.199,NA
"WBGene00011533","T06E4.5","ALG",2.473,0,1.003,4.573,2.367,NA
"WBGene00011644","T09B9.3","unk",18.588,11.513,16.049,5.45,-1.398,0.832
"WBGene00001537","gcy-11","unk",119.42,198.103,179.631,174.153,1.107,0.832
"WBGene00023462","srz-83","unk",0,0,2.006,0,5.194,NA
"WBGene00005123","srd-45","unk",0,0,2.006,0,5.194,NA
"WBGene00005099","srd-21","unk",0,0,2.006,0,5.193,NA
"WBGene00005371","srh-155","unk",0,0,2.006,0,5.192,NA
"WBGene00005550","sri-38","unk",0,0,2.006,0,5.192,NA
"WBGene00006187","str-138","unk",0,0,2.006,0,5.191,NA
"WBGene00005974","srx-83","unk",0,0,2.006,0,5.191,NA
"WBGene00023326","M03D4.5","WAGO",0,0,2.006,0,5.189,NA
"WBGene00022850","ZK1127.3","CSR",1089.233,1032.878,1071.768,1135.569,1.041,0.832
"WBGene00006641","tsp-15","unk",65.663,108.004,89.269,62.722,-1.151,0.832
"WBGene00197763","F44E8.43","unk",0,1.79,0,0,-5.228,NA
"WBGene00199821","F52H3.10","unk",0,1.79,0,0,-5.228,NA
"WBGene00005529","sri-17","ERGO",0,0,2.006,0,5.188,NA
"WBGene00045408","F31E9.8","unk",0,0,2.006,0,5.188,NA
"WBGene00005476","srh-270","unk",0,0,2.006,0,5.187,NA
"WBGene00016285","C31B8.12","unk",0,0,2.006,0,5.185,NA
"WBGene00005052","sra-26","unk",0,0,2.006,0,5.185,NA
"WBGene00005522","sri-10","unk",0,0,2.006,0,5.185,NA
"WBGene00010301","F59A1.16","unk",0,0,0,1.939,5.195,NA
"WBGene00021601","Y46H3A.5","unk",8.913,4.848,1.372,6.61,-1.66,0.832
"WBGene00005266","srh-43","unk",0,0,2.006,0,5.182,NA
"WBGene00001697","grd-8","unk",0,0,2.006,0,5.182,NA
"WBGene00009611","F41D3.6","unk",0,0,2.006,0,5.181,NA
"WBGene00015203","cdk-11.1","ALG",4151.299,3813.108,4143.071,4038.717,1.028,0.832
"WBGene00195159","T04C12.14","unk",1.163,3.928,3.982,5.499,1.815,0.832
"WBGene00004209","ptc-2","CSR",2.486,0,6.021,0,2.505,NA
"WBGene00022584","ZC266.1","unk",44.651,56.783,60.19,58.88,1.169,0.832
"WBGene00012870","Y45F10B.2","unk",0,0,2.006,0,5.177,NA
"WBGene00013639","Y105C5A.15","WAGO",196.749,189.3,187.242,166.621,-1.091,0.832
"WBGene00077694","C43D7.12","unk",0,0,1.001,0.953,5.184,NA
"WBGene00004102","pqn-10","unk",3.708,5.288,4.011,0.915,-1.847,0.833
"WBGene00000060","acr-21","unk",10.861,18.74,9.584,12.057,-1.379,0.833
"WBGene00019303","K02D10.3","WAGO",0,2.528,2.997,2.951,2.25,NA
"WBGene00005883","srw-136","unk",1.239,1.771,0,0.909,-3.205,NA
"WBGene00000551","clx-1","unk",0,0,2.007,0,5.169,NA
"WBGene00010753","K10G4.4","unk",0,1.786,0,0,-5.207,NA
"WBGene00015262","B0563.5","unk",7.371,8.709,11.02,12.129,1.435,0.833
"WBGene00009554","F39B2.3","unk",661.542,644.407,696.093,673.699,1.049,0.833
"WBGene00016913","lam-2","unk",2097.474,2670.786,2475.891,2483.254,1.039,0.833
"WBGene00044703","F46C3.5","unk",13.575,7.908,11.027,18.399,1.385,0.833
"WBGene00001913","his-39","histone",1.173,0.798,0,0,-5.17,NA
"WBGene00020321","T07F12.1","unk",90.518,118.825,69.216,115.14,-1.137,0.833
"WBGene00013042","cccp-1","unk",263.527,269.733,245.632,250.028,-1.076,0.833
"WBGene00011115","R07E5.7","unk",1847.576,1764.491,1698.236,1792.631,-1.034,0.833
"WBGene00219274","T25G12.13","unk",11.141,9.722,8.023,20.962,1.397,0.833
"WBGene00005705","sru-42","unk",0,1.783,0,0,-5.191,NA
"WBGene00001632","gly-7","CSR",3035.187,3181.426,3210.948,3183.664,1.028,0.833
"WBGene00005548","sri-36","unk",1.238,1.768,0,0.911,-3.195,NA
"WBGene00013031","Y49E10.7","unk",9.904,17.679,7.02,12.757,-1.401,0.833
"WBGene00008852","ubql-1","ALG",3589.253,3367.091,3388.236,3375.401,-1.028,0.833
"WBGene00010071","sre-45","WAGO",0,1.772,5.015,0,2.705,NA
"WBGene00045322","C09F9.7","unk",0,3.432,0,14.837,4.272,0.833
"WBGene00021384","Y37F4.3","unk",0,0,0,1.927,5.15,NA
"WBGene00014958","Y105C5A.2","WAGO",0,1.78,0,0,-5.177,NA
"WBGene00013976","hizr-1","unk",43.416,55.908,48.153,68.822,1.175,0.834
"WBGene00005484","srh-279","unk",0,1.78,0,0,-5.175,NA
"WBGene00020149","T01D1.4","unk",280.837,257.562,241.652,257.767,-1.076,0.834
"WBGene00011654","oac-44","unk",0,1.78,0,0,-5.174,NA
"WBGene00021697","gcn-1","CSR",6086.046,6057.576,6162.302,5681.518,-1.025,0.834
"WBGene00021516","Y41D4B.14","unk",34.492,32.394,32.071,22.204,-1.233,0.834
"WBGene00219661","linc-45","unk",0,0,1.001,0.944,5.139,NA
"WBGene00002041","hum-8","unk",760.23,867.488,858.985,847.054,1.046,0.834
"WBGene00008327","srz-44","unk",1.238,0.884,4.012,0.912,2.33,NA
"WBGene00044377","Y49F6B.13","unk",0,0,1.001,0.943,5.134,NA
"WBGene00015702","C11D2.4","CSR",1567.263,1479.875,1556.855,1595.853,1.035,0.834
"WBGene00008596","clec-54","unk",140.102,145.398,145.452,168.686,1.1,0.834
"WBGene00021810","phf-15","CSR",1801.02,1556.861,1586.327,1645.906,-1.037,0.834
"WBGene00202030","C24F3.7","unk",3.524,0,0,1.068,-3.286,NA
"WBGene00013912","irld-19","unk",0,1.777,0,0,-5.16,NA
"WBGene00011458","irld-47","unk",0,1.777,0,0,-5.159,NA
"WBGene00003183","mei-1","CSR",2460.542,2735.912,2691.866,2671.582,1.031,0.834
"WBGene00022403","Y97E10B.1","unk",0,1.777,0,0,-5.159,NA
"WBGene00007382","C06C6.8","ALG",0,0,1.001,0.941,5.127,NA
"WBGene00045069","C08F11.17","unk",0,0,0,1.922,5.13,NA
"WBGene00021291","clec-121","unk",0,1.776,0,0,-5.156,NA
"WBGene00000851","cut-1","unk",0,1.776,0,0,-5.156,NA
"WBGene00022639","nhr-253","unk",0,1.775,0,0,-5.153,NA
"WBGene00015616","C08G5.3","unk",3.747,3.58,1.976,1.811,-1.935,0.834
"WBGene00021737","Y50D4A.3","unk",0,1.775,0,0,-5.152,NA
"WBGene00016949","C55C2.3","unk",1.236,1.763,0,0.915,-3.181,NA
"WBGene00022743","mlt-7","unk",392.805,562.271,520.785,501.139,1.066,0.834
"WBGene00009979","cutl-1","unk",0,1.775,0,0,-5.148,NA
"WBGene00202373","C01F1.8","unk",0,0.823,1.995,1.022,3.189,NA
"WBGene00022522","ZC132.3","unk",4.952,2.652,6.018,6.378,1.651,0.835
"WBGene00018978","ttr-58","unk",0,0,1.001,0.939,5.113,NA
"WBGene00022691","math-50","WAGO",0,1.774,0,0,-5.144,NA
"WBGene00196066","T19C4.17","unk",10.517,3.171,5.973,2.168,-1.649,0.835
"WBGene00021314","Y32H12A.6","CSR",217.968,187.966,181.302,190.858,-1.088,0.835
"WBGene00020096","R144.6","unk",643.124,677.497,648.972,738.577,1.05,0.835
"WBGene00005450","srh-244","unk",0,1.773,0,0,-5.141,NA
"WBGene00014998","AH9.1","WAGO",11.171,12.439,13.042,18.979,1.356,0.835
"WBGene00005262","srh-39","unk",0,1.772,0,0,-5.137,NA
"WBGene00013550","Y75B8A.14","CSR",681.77,725.889,721.052,754.715,1.048,0.835
"WBGene00005118","srd-40","unk",0,1.772,0,0,-5.136,NA
"WBGene00005810","srw-63","unk",0,1.772,0,0,-5.135,NA
"WBGene00020602","T20B12.4","unk",0,1.771,0,0,-5.132,NA
"WBGene00005315","srh-95","unk",0,1.771,0,0,-5.131,NA
"WBGene00005794","srw-47","unk",0,1.771,0,0,-5.131,NA
"WBGene00006017","srx-126","unk",0,1.771,0,0,-5.131,NA
"WBGene00005720","srv-9","unk",0,1.771,0,0,-5.13,NA
"WBGene00005724","srv-13","unk",0,1.771,0,0,-5.13,NA
"WBGene00022598","ztf-8","CSR",2168.646,2090.45,1972.711,2149.08,-1.033,0.835
"WBGene00012363","W09D10.5","unk",49.34,68.276,63.142,73.686,1.158,0.835
"WBGene00001672","gpa-10","unk",18.598,11.526,10.031,11.788,-1.37,0.835
"WBGene00044031","F49C5.9","unk",0,1.771,0,0,-5.129,NA
"WBGene00010534","fbxa-102","unk",0,1.77,0,0,-5.128,NA
"WBGene00284858","F32H2.15","unk",46.734,19.746,46.924,33.553,1.228,0.835
"WBGene00045480","F14F3.5","unk",1.223,3.453,5.005,3.786,1.841,0.835
"WBGene00020793","T25D1.1","unk",3.71,1.764,9.025,0.914,1.832,0.835
"WBGene00005347","srh-130","unk",0,1.77,0,0,-5.126,NA
"WBGene00005400","srh-185","unk",0,1.77,0,0,-5.124,NA
"WBGene00008157","C47F8.1","unk",138.662,115.815,124.364,103.849,-1.113,0.835
"WBGene00044537","B0238.15","unk",16.663,11.483,11.966,8.218,-1.386,0.835
"WBGene00007401","C07A9.5","unk",0,1.77,0,0,-5.123,NA
"WBGene00019891","R05F9.7","unk",0,1.769,0,0,-5.123,NA
"WBGene00010988","metr-1","unk",15908.927,16917.071,16269.457,15860.971,-1.022,0.835
"WBGene00006169","str-118","unk",0,0,1.972,0,5.085,NA
"WBGene00001718","grl-9","unk",0,1.769,0,0,-5.122,NA
"WBGene00000027","abu-4","unk",0,1.769,0,0,-5.122,NA
"WBGene00005339","srh-120","unk",0,1.769,0,0,-5.121,NA
"WBGene00006071","str-3","unk",0,1.769,0,0,-5.121,NA
"WBGene00003830","num-1","unk",320.799,212.176,348.264,232.127,1.092,0.835
"WBGene00017470","F14H12.2","unk",0,1.769,0,0,-5.121,NA
"WBGene00014846","T26H5.6","unk",0,1.769,0,0,-5.121,NA
"WBGene00011983","fbxa-81","unk",0,1.769,0,0,-5.12,NA
"WBGene00010355","clec-229","unk",0,1.769,0,0,-5.12,NA
"WBGene00003552","nas-36","WAGO",34.796,33.843,40.136,42.323,1.202,0.835
"WBGene00005076","srb-11","unk",0,1.769,0,0,-5.119,NA
"WBGene00013643","Y105C5A.24","unk",193.688,206.252,184.607,251.031,1.09,0.835
"WBGene00005272","srh-49","unk",0,1.769,0,0,-5.119,NA
"WBGene00219593","anr-15","unk",2.376,0.817,0,1.033,-3.08,NA
"WBGene00006176","str-125","unk",0,1.768,0,0,-5.118,NA
"WBGene00005469","srh-263","unk",0,1.768,0,0,-5.118,NA
"WBGene00005533","sri-21","unk",0,1.768,0,0,-5.118,NA
"WBGene00006083","str-15","unk",0,1.768,0,0,-5.117,NA
"WBGene00005201","srg-44","unk",0,1.768,0,0,-5.117,NA
"WBGene00005050","sra-24","unk",0,1.768,0,0,-5.117,NA
"WBGene00006156","str-101","unk",0,1.768,0,0,-5.116,NA
"WBGene00014516","hpo-42","WAGO",561.318,484.396,538.634,447.015,-1.06,0.835
"WBGene00016000","C18H9.1","unk",0,1.768,0,0,-5.115,NA
"WBGene00014837","T09F5.13","unk",0,1.768,0,0,-5.115,NA
"WBGene00005574","sri-62","unk",0,1.768,0,0,-5.115,NA
"WBGene00012108","T28A8.2","unk",0,1.768,0,0,-5.114,NA
"WBGene00023505","srz-102","unk",0,1.767,0,0,-5.112,NA
"WBGene00206509","Y102A5C.43","unk",0,0,0,1.91,5.084,NA
"WBGene00255420","Y51F10.15","unk",0,0,0,1.909,5.083,NA
"WBGene00014961","Y105C5A.19","unk",0,1.767,0,0,-5.109,NA
"WBGene00014962","Y105C5A.20","unk",0,1.767,0,0,-5.109,NA
"WBGene00011921","T22C1.12","unk",0,0,1.002,0.932,5.078,NA
"WBGene00009553","hinf-1","CSR",2434.182,2237.548,2342.922,2179.947,-1.032,0.835
"WBGene00219417","F34H10.9","unk",1.234,1.758,0,0.919,-3.164,NA
"WBGene00005377","srh-161","unk",0,1.766,0,0,-5.105,NA
"WBGene00005420","srh-210","unk",0,1.766,0,0,-5.105,NA
"WBGene00003653","nhr-63","unk",39.652,46.049,57.174,44.519,1.183,0.835
"WBGene00015476","C05D9.9","unk",70.828,70.089,93.124,68.141,1.144,0.835
"WBGene00010892","dhhc-6","CSR",2456.576,2241.603,2335.466,2509.557,1.032,0.835
"WBGene00005972","srx-81","unk",0,1.766,0,0,-5.104,NA
"WBGene00007761","rad-26","CSR",5851.459,5507.067,5593.395,5485.582,-1.025,0.835
"WBGene00198804","T28B11.14","unk",0,0,1.002,0.931,5.071,NA
"WBGene00013661","Y105C5B.23","unk",0,1.765,0,0,-5.102,NA
"WBGene00011354","lgc-13","unk",2.48,0.887,3.009,3.625,2.016,0.835
"WBGene00004888","smo-1","ALG",4069.339,3679.241,3608.093,3913.389,-1.029,0.835
"WBGene00008160","glct-4","unk",0,1.765,0,0,-5.1,NA
"WBGene00012727","Y39G8B.7","unk",0,0,1.002,0.93,5.069,NA
"WBGene00019930","fbxc-35","unk",0,1.765,0,0,-5.099,NA
"WBGene00009720","F45B8.3","unk",0,1.765,0,0,-5.099,NA
"WBGene00007012","mdt-4","CSR",1382.232,1255.503,1279.809,1258.275,-1.038,0.835
"WBGene00016366","nhr-140","unk",33.459,38.97,45.137,41.784,1.197,0.835
"WBGene00012323","oac-54","unk",23.581,31.981,18.058,26.217,-1.258,0.835
"WBGene00044091","srbc-60","unk",0,1.764,0,0,-5.095,NA
"WBGene00006549","tbx-30","unk",17.32,10.593,9.025,10.957,-1.386,0.835
"WBGene00022000","tbx-42","unk",17.32,10.593,9.025,10.957,-1.386,0.835
"WBGene00019833","R02F2.4","CSR",1751.645,1630.427,1689.374,1807.063,1.035,0.835
"WBGene00010955","M199.7","unk",0,1.763,0,0,-5.092,NA
"WBGene00007581","alkb-8","CSR",2025.644,1833.783,1936.578,1790.976,-1.035,0.836
"WBGene00020583","T19D12.9","unk",18.613,22.2,16.052,15.379,-1.302,0.836
"WBGene00012090","T27E7.5","unk",0,1.762,0,0,-5.087,NA
"WBGene00044602","C31B8.16","unk",0,1.762,0,0,-5.087,NA
"WBGene00077538","T04F3.5","unk",0,1.762,0,0,-5.086,NA
"WBGene00023205","Y119D3B.10","unk",0,0,1.002,0.927,5.054,NA
"WBGene00015718","C13A2.1","unk",0,0,1.017,0.913,5.054,NA
"WBGene00014734","F11A3.3","unk",0,1.762,0,0,-5.086,NA
"WBGene00008542","scav-6","unk",207.405,200.142,221.736,219.232,1.083,0.836
"WBGene00005062","sra-36","unk",1.238,0.885,3.009,1.82,2.29,NA
"WBGene00017229","F07G11.2","unk",0,1.761,0,0,-5.083,NA
"WBGene00017806","F26A1.8","unk",18.606,11.535,11.035,10.869,-1.367,0.836
"WBGene00010731","K10C3.4","CSR",1119.382,963.201,1023.351,1147.693,1.044,0.836
"WBGene00194646","Y105C5A.1270","unk",0,0,0,1.902,5.054,NA
"WBGene00017871","F28A10.3","unk",0,0,1.002,0.926,5.05,NA
"WBGene00007579","C14B1.8","CSR",1015.292,845.734,906.36,1038.686,1.047,0.836
"WBGene00010718","K09C8.8","unk",0,0,0,1.901,5.051,NA
"WBGene00017652","F21C10.1","unk",0,1.76,0,0,-5.074,NA
"WBGene00015436","C04E12.6","unk",0,0,1.002,0.925,5.041,NA
"WBGene00255728","R02C2.8","unk",0,0,1.002,0.925,5.041,NA
"WBGene00020656","T21E12.5","unk",0,0,1.002,0.924,5.039,NA
"WBGene00020240","T05B4.9","unk",0,1.759,0,0,-5.069,NA
"WBGene00044149","T24D5.6","WAGO",2.423,5.089,1,2.921,-1.931,0.836
"WBGene00023187","Y67D8C.12","unk",7.366,11.308,7.012,5.609,-1.49,0.836
"WBGene00001952","hlh-6","unk",18.547,10.583,10.028,10.974,-1.376,0.836
"WBGene00007045","pgap-2","unk",879.901,920.486,900.584,825.443,-1.044,0.836
"WBGene00015618","C08G5.6","unk",1.233,5.263,4.009,7.38,1.714,0.836
"WBGene00015980","C18G1.1","unk",22.218,29.883,23.058,18.389,-1.264,0.836
"WBGene00015160","B0361.6","unk",1773.481,1695.182,1652.198,1701.692,-1.034,0.836
"WBGene00015178","B0416.2","unk",12.333,13.162,9.022,9.219,-1.399,0.836
"WBGene00255550","W03D8.14","unk",0,0,0,1.895,5.03,NA
